Date,Open,High,Low,Close,Volume
2021-02-08 00:00:00+05:30,813.996836710987,833.4696525347497,806.2328948318869,824.698486328125,3713579
2021-02-09 00:00:00+05:30,821.3831425927897,839.177270003421,811.8565956402958,818.4454345703125,3086774
2021-02-10 00:00:00+05:30,818.7811744769001,822.7680638451884,803.7568761551048,818.277587890625,2776301
2021-02-11 00:00:00+05:30,818.3615069788526,829.8185885683812,816.5568944459977,827.258544921875,2070435
2021-02-12 00:00:00+05:30,830.9515769909041,846.8991325089113,827.8040331386658,831.9588012695312,5863879
2021-02-15 00:00:00+05:30,835.9877059539133,835.9877059539133,820.4598218573798,821.88671875,2487825
2021-02-16 00:00:00+05:30,830.9516616772014,839.345112805254,817.1024673159147,828.2657470703125,3912433
2021-02-17 00:00:00+05:30,830.1123650084697,836.4913677462343,815.3399106528237,822.9359741210938,2227724
2021-02-18 00:00:00+05:30,824.2369367187533,852.3549992239247,823.8172641440493,848.2421875,6742595
2021-02-19 00:00:00+05:30,850.8021366607074,855.460491476442,816.388989358459,834.2670288085938,4357699
2021-02-22 00:00:00+05:30,838.4639222167455,848.578021925533,790.5792874074149,797.9655151367188,5946290
2021-02-23 00:00:00+05:30,799.0565760887523,808.0795363754688,781.4303280867946,793.8106689453125,4120032
2021-02-24 00:00:00+05:30,797.3778850245262,809.044802991973,786.1726478689011,805.8132934570312,1686531
2021-02-25 00:00:00+05:30,809.1286936290652,813.3254192184276,799.2663884940636,803.9247436523438,3682791
2021-02-26 00:00:00+05:30,793.181071256197,796.4125292028257,768.0007197877463,771.232177734375,5254937
2021-03-01 00:00:00+05:30,785.165384600739,803.2532612727239,777.5273134475574,785.6270141601562,3429569
2021-03-02 00:00:00+05:30,792.7615320853323,815.0041796239891,790.6631691099874,811.730712890625,3703190
2021-03-03 00:00:00+05:30,816.011243778926,822.7260039808023,806.9882847576548,819.2007446289062,3203532
2021-03-04 00:00:00+05:30,805.7713578441983,834.896645295521,802.0782186289205,812.528076171875,5134954
2021-03-05 00:00:00+05:30,810.1358680785816,823.3135958627989,803.2532282903701,805.5194702148438,2618145
2021-03-08 00:00:00+05:30,808.2893634849316,822.5582307530976,807.4500183515102,812.90576171875,2880739
2021-03-09 00:00:00+05:30,816.6828263387246,838.086127542874,807.0723141795763,829.39892578125,2814747
2021-03-10 00:00:00+05:30,841.0238731412638,853.4461716004315,833.4697664962824,846.689453125,5268496
2021-03-12 00:00:00+05:30,839.3451263861201,859.9929960033943,836.113668141358,842.072998046875,4674919
2021-03-15 00:00:00+05:30,843.5418418235603,864.4834614901586,841.0238064748332,861.7136840820312,5203101
2021-03-16 00:00:00+05:30,866.2041505925799,877.1156369857035,857.0552684326755,861.6297607421875,4797715
2021-03-17 00:00:00+05:30,859.4893735520942,875.604758322549,852.4388542928511,856.1739501953125,3477295
2021-03-18 00:00:00+05:30,867.8828123789,868.7221574585701,821.3830744733524,836.1555786132812,3738712
2021-03-19 00:00:00+05:30,832.6303711106474,839.9746410171173,818.4874261254413,830.4900512695312,6208000
2021-03-22 00:00:00+05:30,830.8677201604312,853.9497099986842,821.1312864363784,850.7182006835938,3873143
2021-03-23 00:00:00+05:30,850.7181774304108,857.3909809198985,839.8066916233049,850.969970703125,3782337
2021-03-24 00:00:00+05:30,842.4926695834846,850.5503622951486,828.6434750149889,832.7562866210938,2749823
2021-03-25 00:00:00+05:30,833.2179533403805,836.7432132699807,809.212650947055,813.0736694335938,3654840
2021-03-26 00:00:00+05:30,820.7956752506218,837.4986136607511,820.040244093817,831.7910766601562,2761824
2021-03-30 00:00:00+05:30,832.2107033597845,855.9641604916653,832.2107033597845,853.5300903320312,4300037
2021-03-31 00:00:00+05:30,858.6500285614609,858.6500285614609,830.2801747160947,832.168701171875,3780505
2021-04-01 00:00:00+05:30,839.345125363372,845.892007095294,827.5942936082847,832.7562866210938,3555291
2021-04-05 00:00:00+05:30,832.6303952137965,845.3884518379849,821.0474423004848,837.4146728515625,5118272
2021-04-06 00:00:00+05:30,844.3812045330094,846.0598948004707,829.7346217034977,832.0847778320312,2395572
2021-04-07 00:00:00+05:30,832.6302880744834,844.0873684778146,824.3207516028854,841.3594970703125,2974419
2021-04-08 00:00:00+05:30,846.059909119898,881.1864830692117,843.5418736760887,863.6861572265625,6737118
2021-04-09 00:00:00+05:30,863.6440928219928,887.0199356391701,853.2362444021501,883.8303833007812,6029994
2021-04-12 00:00:00+05:30,882.1516869675015,888.9084559055616,853.446074728927,872.79296875,7896295
2021-04-13 00:00:00+05:30,877.1156506121793,881.5222124932452,825.0762531595906,840.8978881835938,6448995
2021-04-15 00:00:00+05:30,840.8980269271071,845.8921414622286,814.4166942613401,833.5957641601562,4373215
2021-04-16 00:00:00+05:30,837.6664821052448,850.676332278222,835.9877917603445,847.9904174804688,2660763
2021-04-19 00:00:00+05:30,838.5897319853135,847.2350281491408,825.3280886538678,839.4290771484375,2777425
2021-04-20 00:00:00+05:30,835.9877768320383,845.6402461428501,816.9765885237015,825.4120483398438,4028636
2021-04-22 00:00:00+05:30,817.1864289969785,827.1746569137388,806.3169501358467,812.3182373046875,5085190
2021-04-23 00:00:00+05:30,811.2271542272048,814.9622506979614,793.5169905967407,797.5458374023438,3916517
2021-04-26 00:00:00+05:30,798.2173042468023,814.1648634273378,786.4664711664077,807.6179809570312,5053998
2021-04-27 00:00:00+05:30,808.0375778899307,828.9372411735253,792.4677357625217,813.5352783203125,10497935
2021-04-28 00:00:00+05:30,818.3615885800939,822.5583146753764,812.4861720466984,820.3760375976562,2968625
2021-04-29 00:00:00+05:30,826.7550356033196,826.7550356033196,814.626487017845,819.9563598632812,2747579
2021-04-30 00:00:00+05:30,817.3543111688726,819.9563119172758,801.9103908755651,806.1071166992188,3129105
2021-05-03 00:00:00+05:30,805.7713038153122,809.9680293560169,801.5745782746075,803.8408203125,3506839
2021-05-04 00:00:00+05:30,809.1287388004241,814.0808957641607,802.0782189248606,806.1071166992188,4064221
2021-05-05 00:00:00+05:30,816.347086725283,816.347086725283,800.5254508619341,806.1071166992188,3041045
2021-05-06 00:00:00+05:30,809.9681159262905,826.5032265698698,803.9667772698291,820.837646484375,4620827
2021-05-07 00:00:00+05:30,822.5582637008665,826.1254806607936,815.9274163894116,823.3556518554688,2002597
2021-05-10 00:00:00+05:30,826.755061142376,833.1760727182022,816.7668322976613,831.3714599609375,2036101
2021-05-11 00:00:00+05:30,825.9155507809945,828.3916289891051,814.5843923099138,820.0820922851562,2029457
2021-05-12 00:00:00+05:30,820.0402011981627,820.0402011981627,797.7136409818286,807.7437744140625,3070622
2021-05-14 00:00:00+05:30,808.2893432374977,811.1850941211765,790.1595093015649,799.2244262695312,2090820
2021-05-17 00:00:00+05:30,800.7351699643642,804.0505931257462,791.5023745035592,800.1895751953125,2281200
2021-05-18 00:00:00+05:30,806.0651013948946,821.7189090717953,803.295272621464,814.7943115234375,2000985
