Price,Close,High,Low,Open,Volume
Ticker,DEEPAKNTR.NS,DEEPAKNTR.NS,DEEPAKNTR.NS,DEEPAKNTR.NS,DEEPAKNTR.NS
Date,,,,,
2021-02-08,1010.9898071289062,1029.2741282284835,996.1461860194072,997.7681977295836,354726
2021-02-09,1020.6234741210938,1029.1266457740799,1005.0425859465173,1020.0827635543736,438190
2021-02-10,1053.1614990234375,1062.5494151748094,1015.7083526984962,1029.8639056396291,741879
2021-02-11,1110.2750244140625,1117.893450914751,1058.715527902111,1065.40013076639,1720614
2021-02-12,1091.79443359375,1139.3235679283657,1075.4270779237552,1118.4835299567974,960909
2021-02-15,1158.787353515625,1218.9483023756488,1111.7988145055313,1117.6969514525103,4034003
2021-02-16,1252.174560546875,1272.031574216313,1142.9606253712445,1177.661380147715,3710214
2021-02-17,1278.9619140625,1307.4203772831477,1237.625755638709,1255.0744110498188,2510088
2021-02-18,1291.4462890625,1302.505296295195,1256.3524207765777,1287.3667201726353,1390752
2021-02-19,1258.318359375,1289.7258892426883,1220.6193397086502,1283.8277525540784,734221
2021-02-22,1244.310302734375,1282.8447483247398,1225.0921590802352,1268.0994063899727,506067
2021-02-23,1264.7081298828125,1280.8788082036408,1234.8242104347341,1251.3881219057826,383570
2021-02-24,1296.2630615234375,1321.182665932631,1248.438977480983,1274.2433264249798,388603
2021-02-25,1372.20166015625,1386.0622587441092,1312.335542853465,1317.0541006696303,731085
2021-02-26,1345.414306640625,1418.895267899835,1336.9111346157292,1361.4867069432244,1647656
2021-03-01,1537.2017822265625,1547.1794868589782,1355.6375333897502,1361.4864705891537,2627071
2021-03-02,1580.5531005859375,1634.9143065224519,1491.39298538585,1558.0910548048905,3111655
2021-03-03,1574.9501953125,1611.6168782305638,1555.9287258096613,1580.7008553950445,1270366
2021-03-04,1585.0260009765625,1661.3085469431282,1572.885693286943,1590.432626425194,2455368
2021-03-05,1554.9456787109375,1619.6285138438338,1535.481777197995,1587.9752243104924,1250155
2021-03-08,1539.8560791015625,1604.293274236894,1529.632737567985,1568.9536511522226,803039
2021-03-09,1511.15185546875,1561.4334975572733,1477.4833233173076,1553.5693148649657,839875
2021-03-10,1572.1485595703125,1577.9482986362425,1499.1099106771717,1514.9365552427712,1170778
2021-03-12,1547.228759765625,1595.7410331921985,1511.8891364670053,1594.463055493812,1023219
2021-03-15,1526.781982421875,1550.0304971124312,1497.2420974136721,1549.1457525368717,678017
2021-03-16,1544.2305908203125,1571.8535084005027,1504.0249329911003,1533.4173396680887,651515
2021-03-17,1497.537109375,1549.8338796389125,1483.5781122007695,1544.3289754002762,436834
2021-03-18,1459.14990234375,1538.3324386825584,1435.4590763248887,1511.8399016217,1149967
2021-03-19,1488.9356689453125,1496.3083407421586,1404.0024658460625,1465.5888749219664,1036169
2021-03-22,1504.5164794921875,1518.7703108888793,1449.5163987572191,1490.2134489535858,698562
2021-03-23,1553.37255859375,1576.7685489020548,1494.1946348697775,1508.9399766612557,1534101
2021-03-24,1512.3804931640625,1590.9240344881837,1502.8942996753494,1552.3894708859173,1636452
2021-03-25,1508.1043701171875,1527.07663712055,1459.7887781407612,1523.2429444085965,1122154
2021-03-26,1534.4986572265625,1543.395061950837,1508.9400633201624,1531.549588698901,667210
2021-03-30,1598.493408203125,1610.1422047998187,1519.8515813928327,1558.0911936789182,1948335
2021-03-31,1628.3773193359375,1637.0279682467542,1592.300429442175,1609.2083741339752,1364001
2021-04-01,1618.7928466796875,1664.9457205882904,1608.1761521074936,1646.563241650813,1007936
2021-04-05,1589.6953125,1639.681996857868,1574.8024933850745,1619.8249847032328,697617
2021-04-06,1629.016357421875,1679.0522450253516,1587.975152992354,1595.446102733236,1888582
2021-04-07,1669.12353515625,1682.8858545202922,1634.7669358858905,1635.7007595578614,1016870
2021-04-08,1683.033203125,1720.2897888371078,1674.1369193586065,1677.4791006643188,1245796
2021-04-09,1652.7071533203125,1694.3873458259345,1646.2192265618778,1678.0199915049952,721294
2021-04-12,1555.9285888671875,1641.6481319494585,1546.6389510918445,1641.6481319494585,815976
2021-04-13,1560.1556396484375,1599.8697892931466,1541.773159193052,1568.9045675648922,785135
2021-04-15,1580.84814453125,1588.4173721146497,1530.566504161807,1560.0571882497031,651992
2021-04-16,1560.990966796875,1597.4120085919299,1555.1420292876512,1587.532581708864,790412
2021-04-19,1532.3851318359375,1545.213627911344,1507.2197711035756,1523.292170555841,469972
2021-04-20,1533.3681640625,1568.6587082732738,1523.6854130180632,1558.681002375542,430408
2021-04-22,1571.4111328125,1581.6836729940662,1523.6853282416423,1525.6513738264703,598104
2021-04-23,1600.2137451171875,1645.432796859898,1580.061776405762,1584.1905444331892,1531076
2021-04-26,1609.699951171875,1626.5096182654468,1579.7177536080628,1620.4149244647535,1464576
2021-04-27,1752.287353515625,1764.5259394698908,1621.9876323817937,1621.9876323817937,4531215
2021-04-28,1750.2230224609375,1818.5923111298755,1725.2051383961793,1774.35628194023,3388293
2021-04-29,1756.9075927734375,1796.6708191498158,1744.9147619745384,1769.4411341402642,1225613
2021-04-30,1833.9273681640625,1867.7433775251513,1737.8860856452204,1756.6617977039186,2623486
2021-05-03,1871.773681640625,1921.8095659506332,1824.0970760403152,1833.927303999142,2911349
2021-05-04,1832.10888671875,1910.8981942974106,1809.3028039751239,1890.4021913147867,1554705
2021-05-05,1871.6754150390625,1892.2206156007835,1813.6770697201,1832.35450295841,1257678
2021-05-06,1859.0926513671875,1954.2493053829833,1849.0658669141808,1926.7246672789975,3165908
2021-05-07,1772.439453125,1886.0276749962466,1761.724479725306,1868.4315414313432,2537304
2021-05-10,1745.6519775390625,1794.016652444149,1740.9334199882674,1789.1507374681878,1501458
2021-05-11,1766.9344482421875,1798.1454250458055,1725.991640811519,1737.984472088075,1270066
2021-05-12,1760.8887939453125,1782.85932957946,1746.1925310506335,1766.934288181776,893835
2021-05-14,1698.76171875,1778.6323232279835,1682.9350752776356,1775.3392207660106,1047386
2021-05-17,1689.47216796875,1734.5437395825795,1684.901087925498,1705.495367692988,854158
2021-05-18,1763.837890625,1805.812916961303,1699.843009164413,1713.3595729141232,2668035
2021-05-19,1745.2587890625,1793.03367549553,1735.2318840099983,1769.4411271337465,916464
2021-05-20,1744.0789794921875,1778.7797318484909,1725.204989993977,1761.2327991122345,670793
2021-05-21,1732.2337646484375,1768.2123774889365,1726.9254171806472,1760.5939502891927,840640
2021-05-24,1756.809326171875,1771.4071916260375,1720.2900029664625,1741.5724718598863,850547
2021-05-25,1774.7001953125,1803.650288890846,1759.6108192697393,1770.7190249547923,994769
2021-05-26,1754.5482177734375,1787.0371692606209,1748.994114962743,1774.7001851411978,497889
2021-05-27,1735.3302001953125,1766.4427758771642,1725.5490513176553,1766.4427758771642,876441
2021-05-28,1763.837890625,1769.4410726893552,1740.3436212713775,1744.7672239531007,679580
2021-05-31,1755.0888671875,1786.2506408132197,1749.8297193986534,1769.4409755451202,600264
2021-06-01,1730.4642333984375,1769.441113026633,1726.1881080415376,1755.089003553887,695025
2021-06-02,1722.5999755859375,1753.024603174127,1717.684861597335,1720.2898960108744,849987
2021-06-03,1710.7054443359375,1749.7314018762895,1703.185295843227,1738.1318047222283,1204687
2021-06-04,1702.2515869140625,1725.205147064888,1688.8333006595315,1716.357941182504,886686
2021-06-07,1724.3695068359375,1730.1201663438064,1706.6750960437848,1711.4427327298677,771077
2021-06-08,1794.6556396484375,1816.5278974460366,1719.4543937375906,1731.1031901830236,3410946
2021-06-09,1748.30615234375,1839.9730338203058,1721.3713020443547,1810.5315472326286,2961106
2021-06-10,1755.3837890625,1776.125666413793,1732.1844746767663,1761.5768807831641,875861
2021-06-11,1761.38037109375,1792.5421470939732,1756.2195011884892,1767.278508128334,813359
2021-06-14,1739.75390625,1769.441148633465,1725.745830489985,1761.5769657506496,921598
2021-06-15,1744.9637451171875,1789.1014927567558,1739.9503528458558,1739.9503528458558,1171025
