Price,Close,High,Low,Open,Volume
Ticker,VGUARD.NS,VGUARD.NS,VGUARD.NS,VGUARD.NS,VGUARD.NS
Date,,,,,
2021-02-08,229.6302032470703,240.10131358910016,227.52620346752008,239.171624682805,779377
2021-02-09,224.10108947753906,232.5660373211033,223.26926723360714,229.67914854356403,579248
2021-02-10,219.89305114746094,227.86870937786856,217.49546631627362,224.10106540574424,496531
2021-02-11,224.7371368408203,225.81361073057343,219.89303420165285,220.92057474507888,423755
2021-02-12,220.1866455078125,227.3304818818718,218.47408270941838,224.78609689416984,500219
2021-02-15,218.5719451904297,224.1010704311798,217.44653784238412,222.82887796191028,1020093
2021-02-16,215.97860717773438,221.80131706157042,214.31497791554705,218.76764368519613,864627
2021-02-17,222.2417449951172,229.43450037657502,216.27223392294115,220.03987836015511,2897431
2021-02-18,224.10108947753906,226.7433264106705,219.35483772308243,222.24174143298524,753309
2021-02-19,229.09197998046875,231.83206853530933,221.3120398271467,224.10107666690698,1294533
2021-02-22,223.758544921875,231.1959661005955,220.72487136314672,229.87484032136166,708805
2021-02-23,227.42832946777344,231.44062535167765,223.12246334115224,225.56898157954208,1008907
2021-02-24,225.91148376464844,229.38552746597864,217.59332235581377,229.38552746597864,207405
2021-02-25,225.86257934570312,230.90240122479443,225.07969047930249,226.7433199876769,516188
2021-02-26,220.28448486328125,225.91147621654397,216.37005609579413,224.1010469386369,675002
2021-03-01,217.39761352539062,224.24786487127562,215.880784101835,222.04599836724117,693140
2021-03-02,219.40374755859375,222.63315454506042,218.22942181779547,219.8930511949565,355215
2021-03-03,218.32728576660156,222.3884999242874,216.76150817702822,222.0459814102052,516508
2021-03-04,213.6789093017578,217.8379903145696,212.89602047757958,217.25081996334535,1511538
2021-03-05,220.33343505859375,223.85642743044426,213.33639860037965,214.412872639657,1855725
2021-03-08,218.86550903320312,225.56897477718348,216.9082945015139,222.14384934672734,573601
2021-03-09,220.72488403320312,222.53529861595555,218.66980268806506,219.79521006558835,619334
2021-03-10,221.85028076171875,222.92675480754886,218.52302178211056,222.24173265673105,374927
2021-03-12,224.8350067138672,226.05826572754438,222.14383688377737,222.14383688377737,844415
2021-03-15,228.7983856201172,229.87484467138003,224.10106767794974,227.03688952525914,895263
2021-03-16,233.5935516357422,236.04006980313025,229.97270773448017,230.9513150014354,1001009
2021-03-17,232.07672119140625,237.80158001660288,229.97272141523325,234.86575804108926,932420
2021-03-18,226.93902587890625,236.82296553750746,224.83502616629065,233.2999733003682,845987
2021-03-19,224.1989288330078,228.01549116715282,219.2080258430997,226.74329874498392,1001429
2021-03-22,228.7983856201172,230.95131865500497,223.90534920793488,225.96041554163418,476582
2021-03-23,229.14088439941406,232.27243958336265,227.37940327389524,230.95131380686172,455231
2021-03-24,231.24488830566406,234.27856171818772,225.56896346201322,228.9940887206555,961686
2021-03-25,228.1622772216797,232.90852841655848,223.7096261243114,232.90852841655848,617147
2021-03-26,225.42218017578125,231.24489017609815,224.39463960340504,229.97269779755433,225727
2021-03-30,241.03099060058594,244.4561162873476,228.94518399006748,228.9941173434938,1966601
2021-03-31,246.95155334472656,249.5448566665518,237.06761383322421,240.54167266740743,2184653
2021-04-01,242.25424194335938,256.39511454940157,237.11655357929695,247.5876487824374,1852199
2021-04-05,244.79861450195312,246.60904401228998,233.00640827185873,243.77108876445868,854954
2021-04-06,240.2969970703125,246.0707734842331,238.78015294830809,244.65179605359435,444526
2021-04-07,235.74649047851562,243.18391186462406,233.74035747743366,243.18391186462406,508236
2021-04-08,237.11654663085938,245.43470850034882,235.94222088281563,237.60585027024112,2853030
2021-04-09,235.3550567626953,238.53553050273175,234.865753110382,236.8229677196352,312046
2021-04-12,226.64544677734375,233.74034939319822,216.41898899205037,233.74034939319822,787198
2021-04-13,227.91763305664062,230.31523287553384,224.10107057868223,226.54758881644076,604873
2021-04-15,228.0155029296875,228.94517688649054,224.93289588019252,228.0155029296875,279344
2021-04-16,230.41307067871094,233.78926265569112,228.162271049937,230.95130764486404,614272
2021-04-19,222.97567749023438,228.0154990718826,219.45268526553508,227.62406212796589,1274015
2021-04-20,221.80133056640625,226.10721149040813,220.28450125204424,223.12245634666675,340671
2021-04-22,218.03370666503906,222.92674310306793,215.5871884460246,221.801335762904,419801
2021-04-23,219.79519653320312,222.3884997988367,218.22941894451304,219.69732983427434,271350
2021-04-26,219.06124877929688,221.45883366361096,218.6208635510177,218.6208635510177,236334
2021-04-27,220.9695281982422,221.60561696129224,218.71872845363393,220.18663938285295,129942
2021-04-28,221.0673828125,224.88396023700477,220.33342733844475,223.02459740998071,201933
2021-04-29,218.86550903320312,222.53528628012043,217.59333153349462,221.06737538135351,282789
2021-04-30,218.32728576660156,220.96952238319005,217.25081180722466,218.71872269781403,339067
2021-05-03,218.5719451904297,220.08877455095177,216.12542695428144,218.66979696045823,171528
2021-05-04,219.01229858398438,225.07966035490526,214.31498094662717,221.99705358820643,552473
2021-05-05,221.80133056640625,223.70962667841852,217.74011639093578,219.99091608616837,332969
2021-05-06,219.45266723632812,225.0796587039263,218.4251266775119,223.02457758629384,411160
2021-05-07,218.2294158935547,221.36095609479258,217.25080864739525,220.57806731139272,1008440
2021-05-10,219.99090576171875,221.89918685181118,217.69117282470924,218.22940978149455,675335
2021-05-11,218.2783660888672,222.92675086688277,217.20189206206587,217.93584755333148,391972
2021-05-12,218.5719451904297,220.1866412533426,217.74012301719435,219.7952043085038,154319
2021-05-14,217.0061798095703,219.7952167293353,216.3700910051707,219.50163153793426,373317
2021-05-17,216.66363525390625,218.52299795465555,215.34252444974467,218.08262768660168,330419
2021-05-18,220.82272338867188,223.51389336759698,216.7615092116024,217.83798317611715,1084361
2021-05-19,228.7983856201172,231.4406222962232,219.5016164369708,222.0949197624826,1869495
2021-05-20,237.26333618164062,239.66092107292388,230.0216481564662,230.0216481564662,2641429
2021-05-21,232.7128143310547,241.22669468645725,231.48955523021058,240.7373910461196,893635
2021-05-24,233.3978271484375,239.75877421956892,231.1959608545843,234.1317825797219,681588
2021-05-25,235.1103973388672,244.4560997825141,232.9574643247339,236.23578972987534,1429841
2021-05-26,243.57534790039062,247.09834010854647,235.45291935954398,236.82296358918117,2864701
2021-05-27,257.08013916015625,260.26061275530805,246.7558146478295,247.5876367918139,7299295
2021-05-28,264.0771789550781,269.01913374463334,256.3951058785211,260.6520534948689,3105831
2021-05-31,272.9825134277344,278.90307554158716,270.14452841640906,278.90307554158716,6402699
2021-06-01,260.60308837890625,275.7225817368044,258.7926889300873,273.96110070265325,2973441
2021-06-02,260.16278076171875,264.2729138833669,258.3523511161788,261.33709171159217,1877112
2021-06-03,254.14431762695312,262.4624793454323,252.82319185166173,261.23922026918535,1934082
2021-06-04,254.8782501220703,258.84159722633956,252.77422080860507,255.36755370850952,2218788
2021-06-07,259.7223815917969,263.97932948601795,257.1290781184475,258.35233729122797,3264468
2021-06-08,261.5328063964844,262.8539322520684,257.9119473648431,257.9119473648431,993313
2021-06-09,256.44403076171875,264.1261040319533,253.70394227035885,261.28814883774663,1103192
2021-06-10,259.6734313964844,262.0710011629259,255.7590025225663,258.49909078842006,620379
2021-06-11,260.7988586425781,264.71328804059056,258.6459105277808,261.2881623173297,1273774
2021-06-14,263.19647216796875,264.1261312791041,256.49300550522497,263.7346942920614,1168838
2021-06-15,266.0833435058594,269.0191656773798,264.41972886083425,266.034425082225,1465506
2021-06-16,263.49005126953125,268.04056985890054,262.3646586948077,267.6491328587439,692317
2021-06-17,250.27880859375,261.5327921668805,247.58763860887098,261.2881403500733,2565299
2021-06-18,258.8905334472656,261.0434813215802,245.87506909858303,251.50206072969488,1443468
2021-06-21,258.30340576171875,259.28201305028034,252.57854715068865,255.41650231457234,609300
2021-06-22,257.9119567871094,259.77133465571734,256.3951273308518,256.3951273308518,575242
2021-06-23,265.0558166503906,266.8662462886611,255.4165279188229,260.015994582026,1444724
2021-06-24,266.4747314453125,270.9274121714537,264.51751702451776,267.3555018264477,1348688
2021-06-25,264.7132873535156,268.1384130678864,262.2667689861079,268.1384130678864,527634
2021-06-28,262.75604248046875,269.60629312241764,260.01595416957827,266.42581961008426,766357
2021-06-29,261.0434875488281,264.7132647870966,257.81409552504135,264.02822775673036,749053
2021-06-30,259.4776916503906,263.1474686297891,258.35229934965275,262.7071133110942,490949
2021-07-01,253.36143493652344,259.4777308256087,251.99139063031353,259.4777308256087,1506945
2021-07-02,259.2330627441406,260.30953672610315,253.45928575962677,255.3186336204398,504530
2021-07-05,256.3462219238281,262.1199996457473,255.4165329423231,261.2881773777788,760310
2021-07-06,255.26968383789062,258.05872021878986,253.5571213066901,258.05872021878986,481023
2021-07-07,252.92108154296875,257.2758663314535,252.38282958165516,255.2697332099267,361770
2021-07-08,253.31248474121094,255.41648429019722,252.13814413191884,253.899655045857,309409
2021-07-09,252.43177795410156,254.7314813355103,251.55100744705638,253.31251859642046,428129
2021-07-12,252.23602294921875,254.9761113496253,251.502067499318,254.38897088148371,255727
2021-07-13,253.2146453857422,256.39511919251964,252.72534172316105,255.318645161896,231321
2021-07-14,252.92108154296875,255.80795530651403,252.48069628959638,255.80795530651403,284633
2021-07-15,253.899658203125,255.36756905063262,251.7467103475581,251.99136215547603,290735
2021-07-16,253.36143493652344,260.3095530394695,252.48069430144034,255.17186449263787,1129054
2021-07-19,250.621337890625,259.7223739214411,249.7405823528166,257.22693722855684,1982942
2021-07-20,244.553955078125,253.45928736385392,243.18391084910309,252.13816155329823,965573
2021-07-22,244.65182495117188,254.24216454336792,243.7221510028299,249.4469947472699,1745859
2021-07-23,244.94541931152344,251.30635206638718,243.91787862172964,246.60904879709474,1392642
2021-07-26,249.2023468017578,251.01277630752514,246.60904338984926,247.0983470473688,471071
2021-07-27,246.31546020507812,251.50208200329172,245.38578623472915,249.30021552660918,1474394
2021-07-28,243.56222534179688,248.28204544408715,242.13645025982757,247.79039782934638,661263
2021-07-29,244.59469604492188,249.26534853221185,243.56223302063668,245.33216749028347,411187
2021-07-30,244.84051513671875,252.11689392235652,243.11974846407114,246.8071056197446,2116411
2021-08-02,242.67727661132812,249.26535194600567,242.03812568092434,246.70877823218086,1556627
2021-08-03,242.923095703125,246.315461331462,240.95650519349257,245.6271576538696,538641
2021-08-04,243.75888061523438,246.26628644325336,242.82475315096303,245.03716741029254,1854989
2021-08-05,245.4304962158203,246.16796764074297,242.3331072288084,243.85721784109413,745659
2021-08-06,244.88967895507812,250.8386180711893,244.0538720116968,245.82380641869025,1643091
2021-08-09,238.9407501220703,246.80711226600678,237.2199834030842,246.31546463201076,658851
2021-08-10,236.4824981689453,239.82569588370535,234.36841946753736,238.94073619564952,683521
2021-08-11,231.32020568847656,236.48250570915457,226.45289724118766,233.53261998305285,653395
2021-08-12,233.4834442138672,234.86006650784617,229.64859890299226,229.64859890299226,313049
2021-08-13,232.54931640625,233.43427609080493,231.22186187552347,233.43427609080493,973947
2021-08-16,230.09109497070312,233.04098080366086,227.63285677657166,233.04098080366086,252022
2021-08-17,235.99085998535156,238.44909811019897,227.38702654838562,228.12449798583987,443627
2021-08-18,243.95555114746094,245.627150027972,236.08918935315532,237.95744427774514,1277494
2021-08-20,236.33502197265625,242.38228182598596,233.09014461071803,238.54743630981028,637097
2021-08-23,236.33502197265625,239.18657222787456,228.41949212117063,238.2524447307441,1823283
2021-08-24,236.33502197265625,238.49826854598342,231.27104237638895,235.10590289645958,604486
2021-08-25,234.71258544921875,237.5641508256868,233.77845791364473,234.515929389713,143672
2021-08-26,235.25340270996094,237.17082556199026,233.23764432546008,233.23764432546008,355303
2021-08-27,236.33502197265625,236.97415789072053,233.1393123745449,235.00756736880584,370017
2021-08-30,237.61326599121094,241.3006227881192,235.4991874292075,236.38414705890818,788613
2021-08-31,239.3832244873047,240.95650288147272,234.7125720717434,239.82570434694733,844062
2021-09-01,246.6596221923828,247.7904057408326,237.9574531320694,240.80900338705274,753491
2021-09-02,237.61326599121094,249.56031101552963,235.9908350021286,246.8070816063928,951582
2021-09-03,245.92213439941406,247.7903892693316,237.36745419533386,238.39991715140155,1214476
