Price,Close,High,Low,Open,Volume
Ticker,AVANTIFEED.NS,AVANTIFEED.NS,AVANTIFEED.NS,AVANTIFEED.NS,AVANTIFEED.NS
Date,,,,,
2021-02-08,476.0695495605469,478.2330629756592,472.30689756434697,477.8568035173906,512631
2021-02-09,475.3640441894531,483.5007732508645,473.24755247775187,479.7381213189512,551357
2021-02-10,473.5767822265625,479.73811317781053,473.15347240870335,475.3640361225405,151578
2021-02-11,475.69329833984375,480.58472879555444,474.09415973106394,476.58691098036195,218155
2021-02-12,469.5319519042969,478.04496966264617,465.628206019425,476.586924722773,306528
2021-02-15,462.7121276855469,475.7403160818332,461.11301779672084,469.5319344904767,252938
2021-02-16,457.44439697265625,468.1679779400991,456.2215465779333,468.1679779400991,245631
2021-02-17,460.7367248535156,467.462488253392,451.51823895750255,457.0211232361484,255460
2021-02-18,467.8857116699219,476.91608107662876,461.3010714972662,462.9002098790409,334761
2021-02-19,460.5956115722656,475.78731260027007,459.09054509834687,465.62816413814005,194770
2021-02-22,451.3301086425781,464.6405134332711,449.6839483461645,462.6180649608428,197641
2021-02-23,454.1050720214844,458.7143150691651,451.51824872151735,452.45891173968715,134987
2021-02-24,455.2808837890625,468.45016555155604,432.51682811690694,455.18681174940775,91763
2021-02-25,446.1564636230469,459.8901496016827,443.99295013686265,457.44441998245867,327595
2021-02-26,449.6368713378906,453.58766704573685,441.45309253167517,442.11156805190086,279505
2021-03-01,456.033447265625,457.16225443829967,448.7903588123657,457.16225443829967,135236
2021-03-02,456.0804443359375,459.84309619605574,451.7063672899011,459.0435269344295,163894
2021-03-03,460.7367248535156,467.5095099205808,458.10287994229947,459.4198023979076,244270
2021-03-04,463.18243408203125,471.2721412500295,456.5507717207958,457.16219690122625,237436
2021-03-05,458.949462890625,468.9204962349665,457.02111526142835,462.759165189406,131763
2021-03-08,464.5934753417969,474.94076890712313,459.5139006056247,463.088408718216,375782
2021-03-09,456.45672607421875,468.4501794641132,455.28089731050363,466.568853442169,147134
2021-03-10,453.21142578125,460.7367298454086,452.4589068575369,456.31563093176953,281442
2021-03-12,453.6347351074219,457.86771863875083,450.5775803347954,456.03341429247223,243139
2021-03-15,445.9212951660156,454.2932190473029,443.475594268355,452.5529867110772,268063
2021-03-16,442.7230529785156,451.377164408574,442.11162774532573,448.64924734043313,220604
