Price,Close,High,Low,Open,Volume
Ticker,APLLTD.NS,APLLTD.NS,APLLTD.NS,APLLTD.NS,APLLTD.NS
Date,,,,,
2021-02-08,882.5953369140625,896.4430994473702,871.9865540268552,875.9296571915984,400244
2021-02-09,879.1685180664062,896.1613404333184,875.9295388578757,886.9138757251174,307422
2021-02-10,877.7134399414062,892.8286015474425,872.2681723450637,887.6180990870832,528429
2021-02-11,878.558349609375,890.9509346603577,875.9296333383706,883.4402839993642,216628
2021-02-12,906.8171997070312,911.7460641631119,878.0419966760833,882.219807532533,629143
2021-02-15,918.4586181640625,925.6407002860425,907.849836294388,912.7787004521392,460985
2021-02-16,902.123046875,923.8100276522472,897.5696805487328,923.8100276522472,239259
2021-02-17,899.0248413085938,908.7887098725388,884.6607336976044,902.1230304790773,458780
2021-02-18,887.6180419921875,893.6735151870804,879.6849062439458,879.6849062439458,333873
2021-02-19,847.201416015625,890.7631553930225,840.0662635189904,889.0263403513582,522141
2021-02-22,833.9168701171875,853.0690508204683,816.7831995518752,836.9680717247089,680157
2021-02-23,837.7191162109375,849.4545068821142,821.5242770847136,838.0946716331,186949
2021-02-24,828.6124877929688,849.2667765259173,824.7163722539191,840.0662411870378,152176
2021-02-25,842.460205078125,848.0931926169815,827.1103369554261,835.5598182637108,312518
2021-02-26,864.428955078125,871.986535894055,827.1104093660908,835.5598914140985,627914
2021-03-01,867.7149047851562,881.5157375604495,852.7405327824014,854.4304178096022,444155
2021-03-02,878.0419921875,882.5014409583,866.306600685395,872.0804362251172,271111
2021-03-03,872.7845458984375,890.012077430117,870.2966200186903,887.5711389570074,452319
2021-03-04,866.2596435546875,878.7460882630395,860.7205160178138,870.2966066451256,468509
2021-03-05,860.9083251953125,877.7603589427396,854.9467692010697,868.4189757967982,295260
2021-03-08,870.7659912109375,872.8314314374946,850.815826991819,860.9082630085495,306352
2021-03-09,880.8115234375,889.0732272888167,870.2966015804996,870.8598774310634,472633
2021-03-10,877.2909545898438,885.5057287911205,869.310888222889,880.6237943768754,288734
2021-03-12,882.4075927734375,890.0121036497582,874.4275264432446,881.5626216530832,312400
2021-03-15,860.9552612304688,885.0363078080111,846.1217376507219,879.7788179697337,259958
2021-03-16,867.0575561523438,873.1130289424478,851.1913430181789,856.6834826989071,189831
2021-03-17,846.9667358398438,866.3535690770362,844.1032543454138,861.8471900014248,193046
2021-03-18,833.3536987304688,863.67794089335,823.8714673960443,849.9240382333353,218621
2021-03-19,833.2597045898438,837.4375153138038,811.4318769765636,830.8656962474399,249572
2021-03-22,860.1572265625,869.3108315038295,834.2924363681119,835.65369587699,555759
2021-03-23,875.788818359375,882.454555450476,850.5812190595881,865.837228783339,784748
2021-03-24,879.4971923828125,888.0875221087567,869.3578253189181,878.7461387672865,349869
2021-03-25,869.6864013671875,878.7461468488701,856.2141943655657,878.7461468488701,176893
2021-03-26,878.4175415039062,888.9324063750137,862.5512693831382,871.094611416342,214446
2021-03-30,897.0532836914062,907.8498433590684,882.313621206516,886.1628638168846,408351
2021-03-31,905.92529296875,910.6194495649903,890.0120906471523,890.0120906471523,376163
2021-04-01,926.7673950195312,929.4430414606245,901.3250309177093,905.8783973705425,397081
2021-04-05,914.5625610351562,926.6265206785213,887.665020568938,926.6265206785213,270807
2021-04-06,913.2012329101562,917.848459386616,904.8456112736238,911.6052082119547,220066
2021-04-07,914.9849853515625,926.1571010266507,910.6663841823124,917.8953968366802,294512
2021-04-08,913.52978515625,943.5254566565706,909.5397521305879,918.1770115523642,567127
2021-04-09,951.9749755859375,961.3632889546351,912.5440594374076,915.3605534480168,869724
2021-04-12,901.7005004882812,961.5040635661778,896.5838586305184,958.5467221589103,465871
2021-04-13,916.1115112304688,923.528300936619,897.6635117716979,915.3604576998778,164144
2021-04-15,913.1072998046875,926.5795633458124,901.2780483408993,916.299349146581,140229
2021-04-16,939.9579467773438,957.326326525011,906.6294342885768,912.5440602558173,417757
2021-04-19,937.1883544921875,974.506899036204,913.9992096925436,939.9579183149167,956256
2021-04-20,934.88818359375,957.3262742607631,924.842677368315,950.0034016867397,386639
2021-04-22,943.431640625,966.9024242279534,925.9693432433721,929.4430306769527,639440
2021-04-23,937.0006103515625,955.8241673169779,927.5653668154533,951.0361503887189,349029
2021-04-26,939.6763305664062,946.7644958697003,932.5411778537659,938.9722070468396,165796
2021-04-27,942.5397338867188,954.2281955131148,930.6634945322515,936.9536759614747,245867
2021-04-28,927.0020751953125,946.2950475047115,922.730346816113,940.2865040912583,415497
2021-04-29,922.026123046875,933.0104598384669,915.3604442708179,931.789990706448,281734
2021-04-30,925.4060668945312,934.0433267164397,915.3605600571502,922.073227084923,249981
2021-05-03,923.4343872070312,938.1740491746989,915.6420993545838,927.5652675947371,243667
2021-05-04,944.5582275390625,971.690477314225,920.9935828456566,927.5654024989896,1938333
2021-05-05,897.3348999023438,936.0147589753067,889.1201264409256,936.0147589753067,1614773
2021-05-06,883.6749267578125,909.6805642167649,877.8072313610143,909.6805642167649,687899
2021-05-07,884.0974731445312,897.9921653402631,881.6095472043446,883.9096954185653,513513
2021-05-10,900.9025268554688,915.0789144061739,880.4829453031226,884.5199658881786,769363
2021-05-11,894.377685546875,907.4274065959652,892.969438558013,899.2595626002228,218453
2021-05-12,892.9224243164062,901.7005313308773,882.501419832685,894.3776586692044,246286
2021-05-14,881.6094970703125,902.6862706482349,879.215488780106,893.767373538346,424140
2021-05-17,885.9281616210938,890.0120547745319,867.4801040207462,884.3790670860855,289858
2021-05-18,884.3321533203125,891.8897338149276,881.5625895286495,887.289437530354,184563
2021-05-19,903.15576171875,910.3847745982563,882.7361797879987,885.1301882781569,557879
2021-05-20,899.6351318359375,915.3605567858483,891.8897732785189,908.647889782065,509303
2021-05-21,897.9451904296875,915.2196516240011,894.1898653046131,906.864087601739,338273
2021-05-24,901.6066284179688,909.7275421951964,899.6820356868774,901.278060379142,251248
2021-05-25,896.0675659179688,906.9110562167386,892.7816562939951,901.2780682899265,229585
2021-05-26,892.9224243164062,906.8171733636545,889.7773623898162,897.0533049469473,380408
2021-05-27,891.8897705078125,896.7717049225145,885.8342969213896,896.5839271946957,227738
2021-05-28,884.2852783203125,898.1330408398416,883.4403071780945,896.3961684478865,171483
2021-05-31,892.9224243164062,895.457280280524,882.6891975525668,885.7403992700735,155211
2021-06-01,886.63232421875,897.5227446431053,874.1458217834927,896.5839133202569,245756
2021-06-02,893.063232421875,895.879726190354,884.754598725547,886.2097757122519,216943
2021-06-03,895.457275390625,907.8498599128601,893.4388224926334,895.457275390625,214729
2021-06-04,891.4202880859375,900.3391851231322,880.4359508008392,900.3391851231322,263851
2021-06-07,891.2324829101562,897.5226636660661,884.3790263320442,894.4245320405317,224680
2021-06-08,926.438720703125,937.8924740892832,886.2567522925759,897.4757978523854,1232095
2021-06-09,906.6294555664062,934.6535487341168,898.649389008571,929.3491859325869,474082
2021-06-10,914.5625610351562,916.9565694610644,906.2069392957878,907.0988405176759,174070
2021-06-11,944.5112915039062,963.1940014486919,920.1486059101472,920.1486059101472,1673300
2021-06-14,933.7615966796875,952.7729306801978,925.077407074516,950.0503542660923,864005
2021-06-15,937.2822265625,944.5112391957991,926.861221818276,937.8455597362276,273527
2021-06-16,937.7516479492188,957.0916076643031,930.0532769100463,938.8782570018371,598719
2021-06-17,929.5368041992188,934.137100277047,905.6435945611406,934.137100277047,409733
2021-06-18,916.3462524414062,939.5823264453694,900.714746128859,934.1371165229652,410916
2021-06-21,939.30078125,942.1642054546362,892.8755587623573,892.8755587623573,296588
2021-06-22,937.3760986328125,947.2807571305744,932.2594567201788,943.5254320279755,161324
2021-06-23,920.1484985351562,943.525419919519,917.754490273315,936.9536010743085,183011
